	SVL	Mass
Liolaemus_darwinii	69.0	10.4
Liolaemus_diaguita	49.7	3.8
Liolaemus_dicktracyi	92.0	25.3
Liolaemus_disjunctus	92.0	25.3
Liolaemus_ditadai	95.0	28.0
Liolaemus_donosobarrosi	65.0	8.6
Liolaemus_dorbignyi	102.0	34.9
Liolaemus_duellmani	83.0	18.4
Liolaemus_dumerili	80.9	17.0
Liolaemus_eleodori	82.0	17.7
Liolaemus_elongatus	94.7	27.7
Liolaemus_erguetae	67.0	9.5
Liolaemus_erroneus	66.3	9.2
Liolaemus_escarchadosi	91.0	24.5
Liolaemus_espinozai	62.8	7.8
Liolaemus_etheridgei	70.0	10.9
Liolaemus_exploratorum	55.0	5.2
Liolaemus_fabiani	90.3	23.9
Liolaemus_famatinae	58.0	6.1
Liolaemus_fittkaui	62.0	7.5
Liolaemus_fitzgeraldi	65.0	8.6
Liolaemus_fitzingerii	110.0	44.1
Liolaemus_flavipiceus	95.8	28.5
Liolaemus_forsteri	103.0	36.0
Liolaemus_foxi	82.9	18.4
Liolaemus_frassinettii	91.1	24.6
Liolaemus_fuscus	53.5	4.7
Liolaemus_gallardoi	92.0	25.3
Liolaemus_goetschi	74.3	13.0
Liolaemus_gracielae	76.9	14.5
Liolaemus_gracilis	58.0	6.1
Liolaemus_gravenhorstii	69.0	10.4
Liolaemus_griseus	70.0	10.9
Liolaemus_grosseorum	56.0	5.4
Liolaemus_gununakuna	97.5	30.3
Liolaemus_hajeki	72.0	11.9
Liolaemus_halonastes	71.8	11.8
Liolaemus_hatcheri	73.0	12.4
Liolaemus_heliodermis	84.0	19.1
Liolaemus_hellmichi	59.9	6.7
Liolaemus_hermannunezi	71.4	11.6
Liolaemus_huacahuasicus	76.0	14.0
Liolaemus_huayra	94.3	27.4
Liolaemus_inacayali	75.3	13.6
Liolaemus_incaicus	57.8	6.0
Liolaemus_insolitus	65.0	8.6
Liolaemus_inti	90.4	24.0
Liolaemus_irregularis	90.0	23.7
Liolaemus_isabelae	86.0	20.6
Liolaemus_jamesi	99.5	32.3
Liolaemus_josei	73.1	12.4
Liolaemus_juanortizi	94.4	27.4
Liolaemus_kingii	100.0	32.8
Liolaemus_kolengh	62.4	7.6
Liolaemus_koslowskyi	82.0	17.7
Liolaemus_kriegi	115.0	50.6
Liolaemus_kuhlmanni	87.0	21.3
Liolaemus_laurenti	73.0	12.4
Liolaemus_lavillai	64.5	8.4
Liolaemus_lemniscatus	56.0	5.5
Liolaemus_lentus	69.8	10.8
Liolaemus_leopardinus	98.2	31.0
Liolaemus_lineomaculatus	68.0	9.9
Liolaemus_loboi	72.7	12.2
Liolaemus_lopezi	66.5	9.3
Liolaemus_lorenzmuelleri	107.0	40.5
Liolaemus_lutzae	89.0	22.9
Liolaemus_magellanicus	71.0	11.4
Liolaemus_maldonadae	83.6	18.8
Liolaemus_manueli	60.7	7.0
Liolaemus_mapuche	84.2	19.3
Liolaemus_martorii	76.5	14.3
Liolaemus_melaniceps	103.7	36.7
Liolaemus_melanogaster	91.0	24.5
Liolaemus_melanopleurus	70.9	11.3
Liolaemus_melanops	99.0	31.8
Liolaemus_millcayac	78.4	15.4
Liolaemus_molinai	70.7	11.2
Liolaemus_montanezi	64.0	8.2
Liolaemus_montanus	75.0	13.5
Liolaemus_monticola	89.0	22.9
Liolaemus_moradoensis	60.0	6.7
Liolaemus_morandae	62.1	7.5
Liolaemus_morenoi	88.4	22.4
Liolaemus_multicolor	84.0	19.1
Liolaemus_multimaculatus	72.3	12.0
Liolaemus_neuquensis	61.1	7.1
Liolaemus_nigriceps	98.0	30.8
Liolaemus_nigromaculatus	93.0	26.2
Liolaemus_nigroviridis	88.4	22.4
Liolaemus_nitidus	106.0	39.3
Liolaemus_occipitalis	71.5	11.6
Liolaemus_olongasta	67.0	9.5
Liolaemus_orientalis	100.0	32.8
Liolaemus_orko	70.8	11.3
Liolaemus_ornatus	71.2	11.5
Liolaemus_ortizii	71.0	11.4
Liolaemus_pacha	67.9	9.9
Liolaemus_pachacutec	52.0	4.3
Liolaemus_pachecoi	93.8	26.9
Liolaemus_pagaburoi	57.2	5.8
Liolaemus_pantherinus	70.3	11.0
Liolaemus_parvus	71.0	11.4
Liolaemus_patriciaiturrae	96.6	29.5
Liolaemus_paulinae	61.0	7.1
Liolaemus_petrophilus	100.6	33.4
Liolaemus_pictus	104.0	37.0
Liolaemus_pipanaco	79.7	16.2
Liolaemus_platei	71.0	11.4
Liolaemus_pleopholis	77.0	14.6
Liolaemus_poconchilensis	57.0	5.8
Liolaemus_poecilochromus	76.1	14.1
Liolaemus_polystictus	86.0	20.6
Liolaemus_porosus	72.9	12.3
Liolaemus_pseudoanomalus	68.0	9.9
Liolaemus_pseudolemniscatus	52.7	4.5
Liolaemus_puelche	89.0	22.9
Liolaemus_pulcherrimus	76.0	14.0
Liolaemus_puna	56.0	5.4
Liolaemus_punmahuida	96.5	29.4
Liolaemus_puritamensis	101.0	33.8
Liolaemus_purul	77.1	14.7
Liolaemus_pyriphlogos	56.8	5.7
Liolaemus_quilmes	89.0	22.9
Liolaemus_rabinoi	68.0	9.9
Liolaemus_ramirezae	57.6	5.9
Liolaemus_ramonensis	94.9	27.9
Liolaemus_riodamas	85.5	20.2
Liolaemus_riojanus	63.0	7.8
Liolaemus_robertmertensi	63.0	7.8
Liolaemus_robertoi	71.5	11.6
Liolaemus_robustus	85.0	19.8
Liolaemus_rosenmanni	77.9	15.1
Liolaemus_rothi	104.2	37.3
Liolaemus_ruibali	66.7	9.4
Liolaemus_sagei	100.0	32.8
Liolaemus_salinicola	77.0	14.6
Liolaemus_sanjuanensis	65.0	8.6
Liolaemus_sarmientoi	98.4	31.2
Liolaemus_saxatilis	60.0	6.7
Liolaemus_scapularis	77.0	14.6
Liolaemus_schmidti	67.0	9.5
Liolaemus_schroederi	67.7	9.8
Liolaemus_scolaroi	81.0	17.1
Liolaemus_scorialis	69.9	10.8
Liolaemus_scrocchii	95.0	28.0
Liolaemus_senguer	62.3	7.6
Liolaemus_septentrionalis	59.5	6.6
Liolaemus_shehuen	99.8	32.6
Liolaemus_shitan	98.7	31.5
Liolaemus_signifer	108.0	41.6
Liolaemus_silvai	68.8	10.3
Liolaemus_silvanae	78.0	15.2
Liolaemus_sitesi	79.8	16.3
Liolaemus_smaug	71.3	11.5
Liolaemus_somuncurae	87.0	21.3
Liolaemus_stolzmanni	61.3	7.2
Liolaemus_tacnae	56.6	5.6
Liolaemus_talampaya	85.5	20.2
Liolaemus_tandiliensis	58.2	6.1
Liolaemus_tari	102.0	34.9
Liolaemus_tehuelche	74.2	13.0
Liolaemus_telsen	75.0	13.5
Liolaemus_tenuis	64.6	8.5
Liolaemus_thermarum	85.0	19.8
Liolaemus_thomasi	78.0	15.2
Liolaemus_torresi	65.0	8.6
Liolaemus_tregenzai	90.2	23.8
Liolaemus_tristis	85.5	20.2
Liolaemus_tromen	82.5	18.1
Liolaemus_tulkas	70.1	10.9
Liolaemus_ubaghsi	89.6	23.4
Liolaemus_umbrifer	89.0	22.9
Liolaemus_uptoni	87.0	21.3
Liolaemus_uspallatensis	65.0	8.6
Liolaemus_valdesianus	95.0	28.0
Liolaemus_vallecurensis	77.2	14.7
Liolaemus_variegatus	60.0	6.7
Liolaemus_velosoi	59.1	6.4
Liolaemus_vulcanus	97.2	30.0
Liolaemus_walkeri	64.4	8.4
Liolaemus_wari	61.4	7.2
Liolaemus_wiegmannii	66.0	9.1
Liolaemus_williamsi	77.0	14.6
Liolaemus_xanthoviridis	101.2	34.0
Liolaemus_yanalcu	61.4	7.2
Liolaemus_yatel	61.1	7.1
Liolaemus_zabalai	92.0	25.3
Liolaemus_zapallarensis	110.0	44.1
Liolaemus_zullyae	88.8	22.7
Liopeltis_calamaria	407.0	12.0
Liopeltis_frenatus	760.0	58.4
Liopeltis_philippinus	628.0	36.0
Liopeltis_rappi	445.0	15.0
Liopeltis_stoliczkae	600.0	32.0
Liopeltis_tricolor	560.0	26.9
Liophidium_apperti	238.0	2.6
Liophidium_chabaudi	490.0	20.1
Liophidium_maintikibo	255.0	3.2
Liophidium_mayottensis	978.0	141.2
Liophidium_pattoni	417.0	12.7
Liophidium_rhodogaster	600.0	35.6
Liophidium_therezieni	726.0	60.9
Liophidium_torquatum	700.0	55.0
Liophidium_trilineatum	330.0	6.6
Liophidium_vaillanti	620.0	39.0
Liopholidophis_baderi	312.0	5.6
Liopholidophis_dimorphus	1072.0	182.9
Liopholidophis_dolicocercus	1426.0	409.0
Liopholidophis_grandidieri	1636.0	602.7
Liopholidophis_oligolepis	234.0	2.5
Liopholidophis_rhadinaea	749.0	66.5
Liopholidophis_sexlineatus	1385.0	376.7
Liopholidophis_varius	889.0	107.9
Liopholis_guthega	111.0	30.2
Liopholis_inornata	85.0	12.7
Liopholis_kintorei	200.0	201.8
Liopholis_margaretae	116.0	34.8
Liopholis_modesta	112.0	31.0
Liopholis_montana	111.0	30.2
Liopholis_multiscutata	96.0	18.9
Liopholis_pulchra	110.0	29.3
Liopholis_slateri	97.0	19.5
Liopholis_striata	112.0	31.0
Liopholis_whitii	113.0	31.9
Lioscincus_greeri	61.0	4.4
Lioscincus_maruia	61.0	4.4
Lioscincus_nigrofasciolatum	112.0	31.0
Lioscincus_novaecaledoniae	68.0	6.2
Lioscincus_steindachneri	113.0	31.9
Lioscincus_tillieri	64.0	5.1
Lioscincus_vivae	55.0	3.1
Liotyphlops_albirostris	223.0	4.1
Liotyphlops_anops	395.0	23.5
Liotyphlops_argaleus	266.0	7.0
Liotyphlops_beui	381.0	21.0
Liotyphlops_haadi	180.0	2.1
Liotyphlops_schubarti	245.0	5.4
Liotyphlops_ternetzii	365.0	18.4
Liotyphlops_trefauti	389.0	22.4
Liotyphlops_wilderi	290.0	9.1
Lipinia_albodorsalis	54.0	2.9
Lipinia_auriculata	51.0	2.4
Lipinia_cheesmanae	39.0	1.0
Lipinia_inexpectata	40.6	1.2
Lipinia_infralineolata	49.0	2.2
Lipinia_leptosoma	44.0	1.5
Lipinia_longiceps	43.0	1.4
Lipinia_macrotympanum	45.7	1.7
Lipinia_miangensis	39.0	1.0
Lipinia_nitens	33.6	0.6
Lipinia_noctua	54.0	2.9
Lipinia_nototaenia	48.0	2.0
Lipinia_occidentalis	40.0	1.1
Lipinia_pulchella	50.0	2.3
Lipinia_pulchra	41.0	1.2
Lipinia_quadrivittata	46.0	1.8
Lipinia_rabori	54.8	3.1
Lipinia_relicta	56.0	3.3
Lipinia_rouxi	41.0	1.2
Lipinia_sekayuensis	42.3	1.3
Lipinia_semperi	49.9	2.3
Lipinia_septentrionalis	43.0	1.4
Lipinia_subvittata	56.0	3.3
Lipinia_surda	53.0	2.8
Lipinia_venemai	57.5	3.6
Lipinia_vittigera	45.0	1.6
Lipinia_vulcania	43.4	1.4
Lipinia_zamboangensis	44.5	1.6
Lissolepis_coventryi	150.0	79.7
Lissolepis_luctuosa	130.0	50.2
Lobulia_alpina	70.0	6.8
Lobulia_brongersmai	55.0	3.1
Lobulia_elegans	66.0	5.6
Lobulia_glacialis	58.0	3.7
Lobulia_stellaris	64.0	5.1
Lobulia_subalpina	76.0	8.9
Lophocalotes_ludekingi	92.0	25.8
Lophognathus_burnsi	135.0	84.9
Lophognathus_gilberti	135.0	84.9
Lophognathus_longirostris	114.0	50.2
Lophognathus_maculilabris	98.0	31.4
Lophognathus_temporalis	152.4	123.6
Loveridgea_ionidesii	184.0	2.7
Loveridgea_phylofiniens	195.0	3.4
Loveridgelaps_elapoides	800.0	147.5
Loxocemus_bicolor	1530.0	1571.4
Lucasium_alboguttatum	57.0	3.7
Lucasium_bungabinna	58.0	3.9
Lucasium_byrnei	56.5	3.6
Lucasium_damaeum	57.3	3.7
Lucasium_immaculatum	85.0	12.4
Lucasium_maini	54.0	3.1
Lucasium_occultum	41.0	1.3
Lucasium_squarrosum	57.0	3.7
Lucasium_steindachneri	59.0	4.1
Lucasium_stenodactylum	62.5	4.9
Lucasium_wombeyi	54.0	3.1
Luperosaurus_angliit	64.7	5.7
Luperosaurus_brooksii	58.5	4.3
Luperosaurus_browni	66.5	6.2
Luperosaurus_corfieldi	95.0	16.6
Luperosaurus_cumingii	86.5	12.8
Luperosaurus_gulat	81.3	10.8
Luperosaurus_iskandari	69.4	7.0
Luperosaurus_joloensis	36.0	1.1
Luperosaurus_kubli	105.4	22.1
Luperosaurus_macgregori	58.9	4.4
Luperosaurus_palawanensis	52.0	3.1
Luperosaurus_sorok	34.7	1.0
Luperosaurus_yasumai	38.9	1.4
Lycodon_alcalai	728.0	98.6
Lycodon_aulicus	800.0	66.5
Lycodon_butleri	1000.0	117.2
Lycodon_capucinus	780.0	62.4
Lycodon_cardamomensis	316.0	6.3
Lycodon_carinatus	600.0	59.3
Lycodon_cavernicolus	508.2	21.0
Lycodon_chrysoprateros	551.0	47.4
Lycodon_davidi	389.5	10.7
Lycodon_dumerilii	740.0	54.6
Lycodon_effraenis	1000.0	117.2
Lycodon_fasciatus	895.0	88.4
Lycodon_fausti	710.0	92.3
Lycodon_ferroni	382.0	10.2
Lycodon_flavicollis	543.0	24.9
Lycodon_flavomaculatus	520.0	22.3
Lycodon_flavozonatus	1440.0	295.9
Lycodon_futsingensis	940.0	100.2
Lycodon_gammiei	1150.0	167.2
Lycodon_gongshan	963.0	106.5
Lycodon_hypsirhinoides	717.0	50.4
Lycodon_jara	550.0	25.7
Lycodon_kundui	225.0	2.7
Lycodon_laoensis	560.0	26.9
Lycodon_liuchengchaoi	676.0	81.1
Lycodon_mackinnoni	365.0	9.1
Lycodon_meridionale	1950.0	638.8
Lycodon_muelleri	634.0	68.6
Lycodon_multifasciatus	800.0	66.5
Lycodon_multizonatus	665.0	41.6
Lycodon_odishii	654.0	39.9
Lycodon_ophiophagus	909.0	92.0
Lycodon_orientalis	700.0	47.4
Lycodon_osmanhilli	545.0	25.1
Lycodon_paucifasciatus	763.0	59.0
Lycodon_rosozonatus	1060.0	135.9
Lycodon_rufozonatus	1350.0	251.1
Lycodon_ruhstrati	1055.0	134.3
Lycodon_semicarinatus	1700.0	450.9
Lycodon_septentrionalis	1180.0	178.4
Lycodon_solivagus	670.0	79.3
Lycodon_stormi	720.0	50.9
Lycodon_striatus	488.0	19.0
Lycodon_subcinctus	1180.0	178.4
Lycodon_synaptor	487.0	18.9
Lycodon_tessellatus	344.0	7.8
Lycodon_tiwarii	622.0	35.1
Lycodon_travancoricus	742.0	54.9
Lycodon_zawi	480.0	18.2
Lycodon_zoosvictoriae	520.7	22.4
Lycodonomorphus_bicolor	700.0	55.0
Lycodonomorphus_inornatus	1300.0	315.1
Lycodonomorphus_laevissimus	1200.0	251.4
Lycodonomorphus_leleupi	930.0	122.5
Lycodonomorphus_obscuriventris	588.0	33.6
Lycodonomorphus_rufulus	850.0	95.0
Lycodonomorphus_subtaeniatus	1009.0	154.2
Lycodonomorphus_whytii	660.0	46.6
Lycodryas_carleti	837.0	91.0
Lycodryas_citrinus	705.0	56.1
Lycodryas_cococola	835.0	224.3
Lycodryas_gaimardi	837.0	91.0
Lycodryas_granuliceps	1020.0	159.0
Lycodryas_guentheri	520.0	23.8
Lycodryas_inopinae	619.0	38.8
Lycodryas_inornatus	647.0	44.0
Lycodryas_maculatus	867.0	253.3
Lycodryas_pseudogranuliceps	710.0	57.2
Lycognathophis_seychellensis	1200.0	518.2
Lycophidion_acutirostre	310.0	5.5
Lycophidion_albomaculatum	620.0	39.0
Lycophidion_capense	580.0	32.3
Lycophidion_depressirostre	480.0	19.0
Lycophidion_hellmichi	450.0	15.8
Lycophidion_irroratum	450.0	15.8
Lycophidion_laterale	480.0	19.0
Lycophidion_meleagris	350.0	7.8
Lycophidion_multimaculatum	528.0	24.8
Lycophidion_namibianum	590.0	33.9
Lycophidion_nanus	300.0	5.0
Lycophidion_nigromaculatum	400.0	11.3
Lycophidion_ornatum	590.0	33.9
Lycophidion_pembanum	444.0	15.2
Lycophidion_pygmaeum	300.0	5.0
Lycophidion_semiannule	340.0	7.2
Lycophidion_semicinctum	750.0	66.8
Lycophidion_taylori	510.0	22.5
Lycophidion_uzungwense	605.0	36.4
Lycophidion_variegatum	433.0	14.2
Lygisaurus_abscondita	30.0	0.4
Lygisaurus_aeratus	39.0	1.0
Lygisaurus_curtus	43.2	1.4
Lygisaurus_foliorum	43.0	1.4
Lygisaurus_laevis	37.0	0.9
Lygisaurus_macfarlani	39.6	1.1
Lygisaurus_malleolus	32.2	0.6
Lygisaurus_novaeguineae	34.9	0.7
Lygisaurus_parrhasius	35.0	0.7
Lygisaurus_rococo	45.0	1.6
Lygisaurus_sesbrauna	34.0	0.7
Lygisaurus_tanneri	37.0	0.9
Lygisaurus_zuma	34.0	0.7
Lygodactylus_angolensis	36.0	1.1
Lygodactylus_angularis	46.0	2.2
Lygodactylus_arnoulti	37.0	1.2
Lygodactylus_bernardi	40.0	1.5
Lygodactylus_bivittis	36.1	1.1
Lygodactylus_blancae	35.0	1.1
Lygodactylus_blanci	39.2	1.4
Lygodactylus_bradfieldi	30.0	0.7
Lygodactylus_broadleyi	23.0	0.3
Lygodactylus_capensis	43.0	1.9
Lygodactylus_chobiensis	44.0	2.0
Lygodactylus_conradti	39.0	1.4
Lygodactylus_conraui	40.0	1.5
Lygodactylus_decaryi	27.0	0.5
Lygodactylus_depressus	38.0	1.3
Lygodactylus_expectatus	31.0	0.8
Lygodactylus_fischeri	42.0	1.7
Lygodactylus_grandisonae	27.5	0.5
Lygodactylus_graniticolus	39.5	1.5
Lygodactylus_gravis	42.0	1.7
Lygodactylus_grotei	33.4	0.9
Lygodactylus_guibei	40.0	1.5
Lygodactylus_gutturalis	45.0	2.1
Lygodactylus_heterurus	27.5	0.5
Lygodactylus_howelli	27.2	0.5
Lygodactylus_inexpectatus	32.7	0.9
Lygodactylus_insularis	26.0	0.5
Lygodactylus_intermedius	31.5	0.8
Lygodactylus_keniensis	42.0	1.7
Lygodactylus_kimhowelli	35.5	1.1
Lygodactylus_klemmeri	28.0	0.6
Lygodactylus_klugei	34.0	1.0
Lygodactylus_lawrencei	34.0	1.0
Lygodactylus_luteopicturatus	42.5	1.8
Lygodactylus_madagascariensis	37.0	1.2
Lygodactylus_manni	27.0	0.5
Lygodactylus_methueni	42.0	1.7
Lygodactylus_miops	34.0	1.0
Lygodactylus_mirabilis	29.3	0.6
Lygodactylus_mombasicus	39.0	1.4
Lygodactylus_montanus	38.0	1.3
Lygodactylus_nigropunctatus	38.0	1.3
Lygodactylus_ocellatus	38.0	1.3
Lygodactylus_ornatus	27.7	0.6
Lygodactylus_pauliani	36.0	1.1
Lygodactylus_picturatus	43.0	1.9
Lygodactylus_pictus	41.0	1.6
Lygodactylus_rarus	37.0	1.2
Lygodactylus_regulus	40.7	1.6
Lygodactylus_rex	55.0	3.7
Lygodactylus_roavolana	23.6	0.4
Lygodactylus_scheffleri	34.0	1.0
Lygodactylus_scorteccii	33.9	1.0
Lygodactylus_somalicus	32.8	0.9
Lygodactylus_stevensoni	40.0	1.5
Lygodactylus_thomensis	36.7	1.2
Lygodactylus_tolampyae	35.4	1.1
Lygodactylus_tuberosus	38.2	1.3
Lygodactylus_verticillatus	35.0	1.1
Lygodactylus_waterbergensis	40.0	1.5
Lygodactylus_wetzeli	28.5	0.6
Lygodactylus_williamsi	34.0	1.0
Lygophis_anomalus	760.0	84.1
Lygophis_dilepis	482.0	44.9
Lygophis_elegantissimus	745.0	79.9
Lygophis_flavifrenatus	755.0	82.7
Lygophis_lineatus	737.0	77.8
Lygophis_meridionalis	649.0	96.2
Lygophis_paucidens	496.0	28.5
Lygophis_vanzolinii	750.0	81.3
Lygosoma_albopunctata	66.0	5.6
Lygosoma_angeli	150.0	79.7
Lygosoma_anguinum	59.0	3.9
Lygosoma_ashwamedhi	32.0	0.5
Lygosoma_bampfyldei	142.1	66.9
Lygosoma_boehmei	91.0	15.9
Lygosoma_bowringii	82.0	11.3
Lygosoma_carinatum	100.0	21.5
Lygosoma_chaperi	65.0	5.4
Lygosoma_corpulentum	195.0	186.0
Lygosoma_frontoparietale	41.0	1.2
Lygosoma_goaensis	53.0	2.8
Lygosoma_guentheri	110.0	29.3
Lygosoma_haroldyoungi	148.0	14.4
Lygosoma_herberti	67.0	5.9
Lygosoma_isodactylum	117.0	8.0
Lygosoma_koratense	120.0	38.8
Lygosoma_laeviceps	85.0	12.7
Lygosoma_lanceolatum	100.0	21.5
Lygosoma_lineata	57.2	3.5
Lygosoma_lineolatum	63.0	1.7
Lygosoma_mafianum	86.0	13.2
Lygosoma_opisthorhodum	93.0	17.0
Lygosoma_pembanum	92.0	16.4
Lygosoma_popae	61.0	4.4
Lygosoma_pruthi	57.0	3.5
Lygosoma_punctata	91.0	15.9
Lygosoma_quadrupes	96.0	4.9
Lygosoma_singha	44.0	1.5
Lygosoma_veunsaiensis	33.6	0.6
Lygosoma_vosmaeri	59.0	3.9
Lyriocephalus_scutatus	185.0	225.7
Lytorhynchus_diadema	440.0	14.6
Lytorhynchus_gasperetti	400.0	11.4
Lytorhynchus_kennedyi	380.0	10.0
Lytorhynchus_maynardi	265.0	4.0
Lytorhynchus_paradoxus	380.0	10.0
Lytorhynchus_ridgewayi	597.0	31.6
Mabuya_cochonae	98.0	20.2
Mabuya_desiradae	98.1	20.2
Mabuya_dominicana	101.0	22.2
Mabuya_grandisterrae	102.1	23.0
Mabuya_guadeloupae	106.0	26.0
Mabuya_hispaniolae	92.6	16.8
Mabuya_mabouya	116.0	34.8
Mabuya_montserratae	98.0	20.2
Macrelaps_microlepidotus	1200.0	251.4
Macrocalamus_chanardi	263.0	3.9
Macrocalamus_gentingensis	378.0	9.9
Macrocalamus_jasoni	752.0	56.8
Macrocalamus_lateralis	400.0	11.4
Macrocalamus_schulzi	399.0	11.4
Macrocalamus_tweediei	500.0	20.2
Macrocalamus_vogeli	192.0	1.8
Macropholidus_annectens	60.0	4.9
Macropholidus_ataktolepis	43.0	1.6
Macropholidus_huancabambae	57.0	4.2
Macropholidus_ruthveni	46.0	2.1
Macropisthodon_flaviceps	850.0	165.9
Macropisthodon_plumbicolor	940.0	231.3
Macropisthodon_rhodomelas	750.0	109.7
Macropisthodon_rudis	1156.0	458.1
Macroprotodon_abubakeri	464.0	16.7
Macroprotodon_brevis	500.0	20.2
Macroprotodon_cucullatus	550.0	25.7
Macroprotodon_mauritanicus	462.0	29.9
Macrovipera_lebetina	2140.0	4769.8
Macrovipera_schweizeri	1070.0	634.6
Madagascarophis_colubrinus	1060.0	177.2
Madagascarophis_fuchsi	537.0	26.0
Madagascarophis_meridionalis	870.0	101.5
Madagascarophis_ocellatus	826.0	87.7
Madascincus_ankodabensis	50.0	2.3
Madascincus_arenicola	81.7	11.2
Madascincus_igneocaudatus	78.0	9.7
Madascincus_macrolepis	34.0	0.7
Madascincus_melanopleura	57.0	3.5
Madascincus_minutus	44.5	1.6
Madascincus_mouroundavae	72.0	7.5
Madascincus_nanus	29.0	0.4
Madascincus_polleni	102.0	22.9
Madascincus_stumpffi	114.0	32.9
Madatyphlops_andasibensis	340.0	21.7
Madatyphlops_arenarius	220.0	4.4
Madatyphlops_boettgeri	226.0	4.8
Madatyphlops_calabresii	189.0	2.5
Madatyphlops_comorensis	245.0	6.5
Madatyphlops_cuneirostris	158.0	1.3
Madatyphlops_decorsei	600.0	176.9
Madatyphlops_leucocephalus	220.0	4.4
Madatyphlops_madagascariensis	460.0	66.3
Madatyphlops_mucronatus	418.0	46.6
Madatyphlops_ocularis	342.0	22.2
Madatyphlops_platyrhynchus	273.0	9.7
Madatyphlops_rajeryi	272.0	9.5
Magliophis_exiguum	360.5	12.7
Magliophis_stahli	438.0	35.1
Malayopython_reticulatus	10000.0	246603.9
Malayopython_timoriensis	3000.0	10123.4
Malayotyphlops_canlaonensis	122.0	0.5
Malayotyphlops_castanotus	260.0	8.1
Malayotyphlops_collaris	255.0	7.5
Malayotyphlops_hypogius	176.0	1.9
Malayotyphlops_koekkoeki	445.0	58.7
Malayotyphlops_kraalii	170.0	1.7
Malayotyphlops_luzonensis	260.0	8.1
Malayotyphlops_ruber	225.0	4.7
Malayotyphlops_ruficaudus	250.0	7.0
Malpolon_insignitus	2080.0	1186.5
Malpolon_monspessulanus	1400.0	388.4
Manciola_guaporicola	98.0	20.2
Manolepis_putnami	717.0	72.5
Mantheyus_phuwuanensis	90.0	24.1
Maracaiba_meridensis	76.7	9.2
Maracaiba_zuliae	100.9	22.2
Marinussaurus_curupira	56.2	4.0
Marisora_alliacea	88.0	14.2
Marisora_aurulae	89.0	14.8
Marisora_brachypoda	85.7	13.1
Marisora_falconensis	89.2	14.9
Marisora_magnacornae	77.4	9.4
Marisora_roatanae	90.2	15.4
Marisora_unimarginata	92.0	16.4
Marmorosphax_boulinda	53.0	2.8
Marmorosphax_kaala	55.5	3.2
Marmorosphax_montana	67.0	5.9
Marmorosphax_taom	54.5	3.0
Marmorosphax_tricolor	66.0	5.6
Mastigodryas_alternatus	1500.0	328.2
Mastigodryas_amarali	1300.0	228.2
Mastigodryas_bifossatus	1700.0	450.9
Mastigodryas_boddaerti	1505.0	331.0
Mastigodryas_bruesi	830.0	139.1
Mastigodryas_cliftoni	1982.0	665.8
Mastigodryas_danieli	1019.0	123.0
Mastigodryas_dorsalis	1140.0	163.5
Mastigodryas_heathii	275.0	7.6
Mastigodryas_melanolomus	2000.0	681.3
Mastigodryas_moratoi	1168.0	173.9
Mastigodryas_pleei	1400.0	275.4
Mastigodryas_pulchriceps	765.0	59.4
Mastigodryas_reticulatus	1365.0	258.3
Matoatoa_brevipes	40.0	1.5
Matoatoa_spannringi	58.0	4.2
Matobosaurus_maltzahni	250.0	411.8
Matobosaurus_validus	285.0	616.9
Mediodactylus_amictopholis	48.0	2.5
Mediodactylus_aspratilis	27.4	0.5
Mediodactylus_brachykolon	51.2	3.0
Mediodactylus_heterocercus	52.0	3.1
Mediodactylus_heteropholis	40.7	1.6
Mediodactylus_ilamensis	36.5	1.2
Mediodactylus_kotschyi	56.0	3.8
Mediodactylus_narynensis	54.8	3.6
Mediodactylus_russowii	53.2	3.3
Mediodactylus_sagittifer	33.0	0.9
Mediodactylus_spinicauda	48.2	2.5
Mediodactylus_stevenandersoni	36.5	1.2
Mediodactylus_walli	61.8	5.0
Medopheos_edracanthus	93.8	24.3
Meizodon_coronatus	650.0	39.3
Meizodon_krameri	500.0	20.2
Meizodon_plumbiceps	550.0	25.7
Meizodon_regularis	650.0	39.3
Meizodon_semiornatus	800.0	66.5
Melanophidium_bilineatum	500.0	62.6
Melanophidium_punctatum	560.0	86.8
Melanophidium_wynaudense	440.0	43.3
Melanoseps_ater	185.0	10.2
Melanoseps_emmrichi	176.0	22.1
Melanoseps_longicauda	71.0	2.3
Melanoseps_loveridgei	142.0	5.5
Melanoseps_occidentalis	120.5	3.8
Melanoseps_pygmaeus	87.0	1.8
Melanoseps_rondoensis	125.0	4.1
Melanoseps_uzungwensis	210.0	13.6
Menetia_alanae	29.0	0.4
Menetia_amaura	29.0	0.4
Menetia_concinna	31.0	0.5
Menetia_greyii	40.0	1.1
Menetia_maini	28.0	0.4
Menetia_surda	32.0	0.5
Meroles_anchietae	55.0	3.9
Meroles_ctenodactylus	97.0	20.9
Meroles_cuneirostris	58.0	4.6
Meroles_knoxii	68.0	7.3
Meroles_micropholidotus	68.0	7.3
Meroles_reticulatus	55.0	3.9
Meroles_squamulosus	77.0	10.6
Meroles_suborbitalis	71.0	8.3
Mesalina_adramitana	46.0	2.3
Mesalina_ayunensis	43.5	2.0
Mesalina_bahaeldini	52.0	3.3
Mesalina_balfouri	58.0	4.6
Mesalina_brevirostris	60.0	5.1
Mesalina_ercolinii	66.0	6.7
Mesalina_guttulata	70.0	8.0
